color_id,R,G,B,CAM16_J_UCS,CAM16_a_UCS,CAM16_b_UCS
620,95,101,51,43.34718624,-8.761134775,17.2733117
621,79,104,64,43.09625874,-14.22176536,13.08661255
622,64,106,80,42.94185051,-17.95828898,6.939341619
623,56,106,89,42.88619341,-19.33373029,2.901865086
624,49,106,97,42.8697226,-19.77977171,-1.295045334
625,46,106,107,42.91158573,-18.89730075,-6.304059631
626,48,105,116,43.00733958,-16.67331539,-10.88902317
627,59,102,121,43.19959973,-12.39584074,-14.17001375
628,74,99,124,43.45692299,-6.174845052,-16.04691463
629,91,95,125,43.79108828,2.632058285,-15.86978502
630,104,91,122,44.077379,9.615938157,-13.14085476
631,114,88,116,44.27736543,13.7724908,-8.913903009
632,121,86,107,44.41526057,16.05784769,-4.147861478
633,127,85,96,44.49347506,16.83296349,0.709315968
634,181,138,139,65.42144596,13.96913204,4.012218379
635,183,138,130,65.41538971,13.16684505,7.055116342
636,182,139,119,65.32873216,10.80873474,10.51317827
637,178,142,109,65.16341539,7.155463176,13.52589527
638,169,146,100,64.8905148,1.538908985,16.43956369
639,159,150,96,64.63457508,-3.652472988,17.72982663
640,147,153,99,64.40042124,-8.441354979,17.07926452
641,131,157,111,64.15269444,-13.83456027,13.50294432
642,114,159,127,63.96206113,-18.3651304,7.690613937
643,105,160,138,63.89899293,-20.00652592,3.408551989
644,100,160,147,63.89019015,-20.42291463,-0.331265122
645,98,159,158,63.93840667,-19.62081764,-5.284402607
646,103,157,166,64.05958989,-17.18794767,-9.325535321
647,114,155,172,64.26622725,-12.65772614,-12.56352429
648,127,151,174,64.51400956,-6.433456096,-14.3208795
649,142,147,175,64.79198567,1.440967014,-14.34319331
650,154,144,172,65.01898925,7.510928634,-11.85370699
651,165,141,165,65.20816312,11.68258844,-7.387803266
652,172,139,156,65.32644634,13.58266251,-3.14597231
653,178,138,147,65.39264649,14.0849737,1.035142996
654,235,191,191,84.3009019,12.75086502,4.052144948
655,238,191,181,84.30859292,12.18495513,7.016805436
656,238,192,169,84.24080706,10.04791087,10.60027099
657,232,195,159,84.06402164,6.002137345,13.58123778
658,223,199,149,83.82247556,0.770571642,16.30887528
659,212,203,145,83.59855723,-4.014756285,17.68694174
660,201,206,147,83.40350063,-8.207459618,17.25178603
661,183,211,159,83.1510901,-13.95432899,14.07792454
662,165,213,177,82.97695133,-18.46929506,8.178839826
663,157,214,189,82.9269995,-20.05135669,3.709069138
664,152,214,198,82.91657882,-20.55596179,0.262280815
665,151,213,209,82.96935127,-19.73776945,-4.286967342
666,153,212,218,83.04569986,-18.08875679,-8.505924851
667,163,209,225,83.23735738,-13.7263914,-11.93466148
668,179,205,228,83.49071163,-6.979917642,-14.13604281
669,193,201,228,83.73813732,0.562782585,-13.974633
670,206,197,225,83.94015436,6.548531214,-11.65699962
671,218,194,217,84.12170285,10.93680167,-6.798012726
672,225,193,208,84.20873525,12.31482956,-2.567570127
673,231,192,199,84.26963508,12.81089122,1.169636096
674,62,2,32,15.11391166,27.22153534,-0.952756484
675,63,1,27,15.11805951,27.71941817,1.554753682
676,64,1,21,15.11204375,27.93226562,4.0193137
677,64,4,3,14.99801798,25.69648844,11.91770794
678,0,28,66,13.92955253,-3.746051204,-21.5821467
679,22,23,65,14.29480117,5.466520459,-20.51077459
680,41,16,58,14.68680906,15.60712506,-15.38653733
681,46,14,55,14.79201817,18.23834227,-13.38119277
682,48,12,53,14.85756433,19.86622812,-11.98276543
683,53,9,48,14.96646239,22.63328002,-9.158863443
684,56,7,45,15.01919458,24.09117532,-7.191338931
685,58,5,41,15.06108863,25.32024328,-5.268208159
686,117,51,60,34.2135364,24.67554784,5.190325489
687,117,51,53,34.18000168,23.88816102,7.760851641
688,117,52,47,34.13201738,22.81583557,10.03668473
689,114,56,32,33.92228866,18.30383623,15.11186857
690,109,59,24,33.74878651,14.60404003,17.43935822
691,105,62,17,33.56703957,10.70545982,19.37897995
692,95,67,0,33.19953762,2.766382633,22.69653643
693,89,70,0,33.02844533,-0.907372406,23.69717245
694,83,72,0,32.85223947,-4.654648964,24.34873852
695,68,77,0,32.5063227,-11.75081386,22.94206613
696,59,79,11,32.33711849,-15.13315389,20.781809
697,45,81,26,32.15723237,-18.71093034,17.15731547
698,7,83,50,31.93953706,-23.07568263,8.531233792
699,0,84,57,31.90050704,-23.83088895,5.573226411
700,0,84,63,31.87482897,-24.27504672,3.115206545
701,0,79,110,32.22090369,-15.66599547,-19.45779835
702,24,75,114,32.58477542,-8.308069729,-21.92010399
703,42,73,115,32.79263855,-3.800967575,-22.39579043
704,62,68,115,33.13502808,3.882254531,-21.746252
705,84,62,109,33.60719239,14.0871305,-17.12843372
706,91,60,104,33.75985797,17.12272765,-14.57275456
707,97,57,100,33.89377465,19.61857527,-11.98483929
708,107,54,88,34.10129066,23.23625553,-6.139332261
709,111,52,81,34.17894067,24.47235563,-2.905123851
710,114,51,74,34.21407535,24.97393749,-0.143599219
711,170,104,108,55.55349424,21.17316188,5.635358751
712,171,104,101,55.54114547,20.5892979,7.886468608
713,171,105,95,55.50754964,19.65952033,10.00807997
714,169,107,78,55.33466302,15.82535329,14.94337136
715,166,110,70,55.19316924,12.92515253,17.39438297
716,162,112,62,55.05123293,10.09281808,19.32359155
717,150,118,48,54.65694013,2.423780979,23.00142074
718,143,121,43,54.45833851,-1.37850807,24.10922888
719,136,123,41,54.27009664,-4.940935234,24.64887038
720,120,128,48,53.91844551,-11.48280023,23.33881139
721,110,131,56,53.74940237,-14.64453072,21.49037184
722,96,133,69,53.55082659,-18.45073743,18.0203207
723,69,136,95,53.310065,-23.37400049,9.669407989
724,59,137,104,53.25949738,-24.4552873,6.327726866
