color_name,red,green,blue
baraona,143,102,121
burou,91,120,171
dovazu,163,190,193
dumbu,182,173,100
gerei,129,134,154
grine,100,164,120
honi,107,76,97
hurune,111,158,144
kuze,142,135,155
mbambi,87,92,82
ngara,193,180,95
otji,157,128,157
peese,171,103,171
pepera,163,97,164
pinge,197,112,153
ranje,201,113,120
serandu,183,85,114
siriva,138,140,198
vahe,170,173,183
vapa,180,195,206
vinde,107,69,81
worindja,200,112,108
zoozu,57,47,59
zorondu,52,41,53
